movie_name,month,year,ratings,user_vote,genres,country
King Kong,12.0,2005.0,7.2,447000,,
Kingdom Come,4.0,2001.0,5.5,24000,,
Kingdom of Heaven,5.0,2005.0,7.3,316000,,
Kingsman: The Golden Circle,9.0,2017.0,6.7,364000,,
Kingsman: The Secret Service,2.0,2015.0,7.7,717000,,
Kinsey,11.0,2004.0,7.1,51000,,
Kiss Kiss Bang Bang,10.0,2005.0,7.5,238000,,United States
"Kiss Kiss, Bang Bang",11.0,2005.0,,,,
Kiss of the Dragon,7.0,2001.0,6.6,67000,,France United States
Kissing Jessica Stein,3.0,2002.0,6.6,17000,,
Kit Kittredge: An American Girl,6.0,2008.0,6.5,63000,,
Knight and Day,6.0,2010.0,6.3,211000,,
Knights of the Zodiac,5.0,2023.0,4.4,13000,,
Knives Out,11.0,2019.0,7.9,775000,Comedy Crime Drama Mystery Thriller,
Knock Knock,10.0,2015.0,4.9,105000,,
Knock at the Cabin,2.0,2023.0,6.1,116000,,
Knockaround Guys,10.0,2002.0,6.1,25000,,
Knocked Up,6.0,2007.0,6.9,385000,,
Knowing,3.0,2009.0,6.2,248000,,
Kong: Skull Island,3.0,2017.0,6.7,349000,,
Krampus,12.0,2015.0,6.2,84000,,
Kubo and the Two Strings,8.0,2016.0,7.7,139000,,
Kung Fu Hustle,4.0,2005.0,7.7,151000,,
Kung Fu Panda,6.0,2008.0,7.6,524000,,
Kung Fu Panda 2,5.0,2011.0,7.3,322000,,
Kung Fu Panda 3,1.0,2016.0,7.1,190000,,
Kung Fu Panda 4,3.0,2024.0,6.3,37000,Animation Action Adventure Comedy Family Fantasy,
Kung Pow: Enter the Fist,1.0,2002.0,6.2,49000,,
L'illusionniste,4.0,2023.0,,,,
LOL,5.0,2012.0,4.4,58000,Comedy Drama Romance,
La La Land,12.0,2016.0,8.0,673000,,
La Môme,11.0,2020.0,,,,
La Tortue Rouge,7.0,2016.0,,,,
La Vie En Rose,6.0,2007.0,7.6,91000,,France United Kingdom Czech Republic
La mala educación,3.0,2005.0,,,,
La marche de l'empereur,2.0,2017.0,,,,
La misma luna,3.0,2008.0,,,,
La piel que habito,4.0,2021.0,,,,
La science des rêves,12.0,2006.0,,,,
Labor Day,1.0,2014.0,6.9,51000,,
Ladder 49,10.0,2004.0,6.5,59000,,
Lady Bird,11.0,2017.0,7.4,330000,,
Lady Macbeth,7.0,2017.0,6.8,27000,,
Lady in the Water,7.0,2006.0,5.5,104000,,
Lakeview Terrace,9.0,2008.0,6.2,56000,,
Land of the Dead,6.0,2005.0,6.2,101000,,United States Canada France
Land of the Lost,6.0,2009.0,5.3,75000,,
Lara Croft: Tomb Raider,6.0,2001.0,5.8,219000,,
Lara Croft: Tomb Raider - The Cradle of Life,7.0,2003.0,5.5,145000,,United States Germany Japan United Kingdom Hong Kong
Lara Croft: Tomb Raider: The Cradle of Life,8.0,2003.0,,,,
Larry Crowne,7.0,2011.0,6.1,71000,,
Larry the Cable Guy: Health Inspector,3.0,2006.0,3.4,12000,,
Lars and the Real Girl,10.0,2007.0,7.3,156000,,
Last Christmas,11.0,2019.0,6.5,91000,Comedy Drama Fantasy Romance,
Last Holiday,1.0,2006.0,6.6,36000,,
Last Vegas,11.0,2013.0,6.6,137000,,
Late Night,6.0,2019.0,6.5,41000,,
Law Abiding Citizen,10.0,2009.0,7.4,320000,,
Lawless,8.0,2012.0,7.2,254000,,
Laws of Attraction,4.0,2004.0,5.8,25000,,
Layer Cake,5.0,2005.0,7.3,196000,,
Le Fabuleux destin d'Amélie Poulain,9.0,2001.0,,,,
Le Scaphandre et le Papillon,2.0,2008.0,,,,
Le fils de l’autre,4.0,2012.0,,,,
Le nom des gens,6.0,2011.0,,,,
Leap Year,1.0,2010.0,6.4,111000,,
Leatherheads,4.0,2008.0,6.0,33000,,
Leaves of Grass,9.0,2010.0,6.4,28000,,United States
Lee Daniels' The Butler,9.0,2013.0,,,,
Left Behind,10.0,2014.0,3.1,43000,,
Legally Blonde,7.0,2001.0,6.5,249000,,
Legally Blonde 2: Red White & Blonde,7.0,2003.0,4.8,73000,,United States
"Legally Blonde 2: Red, White & Blonde",8.0,2003.0,4.8,73000,Comedy,
Legend,9.0,2015.0,6.9,203000,Biography Crime Drama Thriller,
Legend of the Guardians: The Owls of Ga'Hoole,9.0,2010.0,6.9,88000,,
Legends of Oz: Dorothy's Return,5.0,2014.0,5.0,63000,,United States India
Legends of Oz: Dorothy’s Return,2.0,2015.0,,,,
Legion,1.0,2010.0,5.3,112000,,
Lemony Snicket's A Series of Unfortunate Events,12.0,2004.0,,,,
Les Choristes,1.0,2005.0,,,,
Les Innocentes,2.0,2016.0,,,,
Les Intouchables,3.0,2012.0,,,,
Les Misérables,12.0,2012.0,7.5,346000,Drama Musical Romance,
Les Mis�rables,12.0,2012.0,7.5,346000,,United Kingdom United States
Les Triplettes de Belleville,5.0,2004.0,,,,
Les gardiennes,12.0,2017.0,,,,
Les invasions barbares,4.0,2004.0,,,,
Let Me In,10.0,2010.0,7.1,127000,,
Let There Be Light,10.0,2017.0,4.5,32000,,
Let's Be Cops,8.0,2014.0,6.4,140000,,United States
Letters from Iwo Jima,12.0,2006.0,7.8,170000,,
Letters to God,4.0,2010.0,6.2,53000,,United States
Letters to Juliet,5.0,2010.0,6.5,107000,,
Let’s Be Cops,11.0,2014.0,,,,
License to Wed,7.0,2007.0,5.2,41000,,
Life,3.0,2017.0,6.6,254000,,
Life During Wartime,7.0,2010.0,6.4,79000,,United States
Life Itself,7.0,2014.0,7.8,16000,,
Life as We Know It,10.0,2010.0,6.5,139000,,
Life as a House,10.0,2001.0,7.4,46000,,
Life of Pi,11.0,2012.0,7.9,668000,,
Life of the Party,5.0,2018.0,5.6,40000,,
Life or Something Like It,4.0,2002.0,5.8,28000,,United States Poland
"Life, or Something Like It",4.0,2002.0,,,,
Lights Out,7.0,2016.0,6.3,143000,,
Like Mike,7.0,2002.0,5.4,23000,,
Lilo & Stitch,6.0,2002.0,7.3,212000,,
Limitless,3.0,2011.0,7.4,613000,,
Lincoln,11.0,2012.0,7.3,273000,,
Lion,11.0,2016.0,8.0,252000,,
Lions for Lambs,11.0,2007.0,6.2,53000,,
Little,4.0,2019.0,5.5,15000,,
Little Black Book,8.0,2004.0,5.3,19000,,
Little Boy,4.0,2015.0,7.3,24000,,
Little Children,10.0,2006.0,7.5,117000,,
Little Fockers,12.0,2010.0,5.5,119000,,
Little Man,7.0,2006.0,4.5,60000,,
Little Miss Sunshine,7.0,2006.0,7.8,519000,,
Little Nicky,11.0,2000.0,5.3,113000,,
Little Women,9.0,2018.0,5.3,14000,,
Live Free or Die Hard,6.0,2007.0,7.1,421000,,
Live by Night,12.0,2016.0,6.4,60000,,
Local Color,10.0,2007.0,6.8,18000,,United States
Lockout,4.0,2012.0,6.0,101000,,
Logan,3.0,2017.0,8.1,833000,,
Logan Lucky,8.0,2017.0,7.0,162000,,
London Has Fallen,3.0,2016.0,5.9,170000,,
Lone Survivor,12.0,2013.0,7.5,307000,,
Long Shot,5.0,2019.0,6.8,122000,,
Looney Tunes: Back in Action,11.0,2003.0,5.8,40000,,
Looper,9.0,2012.0,7.4,604000,,
Lord of War,9.0,2005.0,7.6,337000,,
Lords of Dogtown,6.0,2005.0,7.1,58000,,
Los tres entierros de Melquiades Estrada,12.0,2005.0,,,,
Lost Souls,10.0,2000.0,4.8,11000,Drama Horror Thriller,
Lost in Translation,9.0,2003.0,7.7,490000,,
Lottery Ticket,8.0,2010.0,5.1,12000,,
Love & Basketball,4.0,2000.0,7.2,24000,Drama Romance Sport,
Love & Friendship,5.0,2016.0,6.4,26000,,
Love & Other Drugs,11.0,2010.0,6.7,225000,,United States
Love Actually,11.0,2003.0,7.6,532000,,
Love Happens,9.0,2009.0,5.7,34000,,
Love Ranch,6.0,2010.0,5.6,34000,,Germany United States
Love Simon,3.0,2018.0,7.5,126000,,United States
Love and Other Drugs,11.0,2010.0,,,,
Love in the Time of Cholera,11.0,2007.0,6.4,24000,Drama Romance,
Love the Coopers,11.0,2015.0,5.8,27000,,
Love's Abiding Joy,10.0,2006.0,6.8,21000,,United States
"Love, Simon",3.0,2018.0,7.5,126000,Comedy Drama,
Loving,11.0,2016.0,7.0,36000,,
Loving Vincent,9.0,2017.0,7.8,64000,,
Lowriders,5.0,2017.0,5.7,27000,,
Lucky Number Slevin,4.0,2006.0,7.7,326000,,
Lucky Numbers,10.0,2000.0,5.1,11000,Comedy Crime,France United States
Lucky You,5.0,2007.0,5.9,21000,,
Lucy,7.0,2014.0,6.4,535000,,
Lust Caution,9.0,2007.0,7.5,46000,,Taiwan United States Hong Kong China
Luther,9.0,2003.0,6.6,16000,,
Låt den rätte komma in,11.0,2008.0,,,,
MA,5.0,2019.0,,,,
Ma,5.0,2019.0,5.6,60000,,Japan United States
Ma vie de Courgette,6.0,2016.0,,,,
MacGruber,5.0,2010.0,5.6,47000,,
Machete,9.0,2010.0,6.6,204000,,
Machete Kills,10.0,2013.0,5.6,82000,,
Machine Gun Preacher,9.0,2011.0,6.7,69000,,United States
Mad Hot Ballroom,5.0,2005.0,7.4,36000,,
Mad Max: Fury Road,1.0,2016.0,8.1,11000000,,
Mad Money,1.0,2008.0,5.9,23000,,
Madagascar,5.0,2005.0,6.9,438000,,
Madagascar 3: Europe's Most Wanted,6.0,2012.0,6.8,198000,,
Madagascar: Escape 2 Africa,11.0,2008.0,6.6,248000,,
Madame Web,2.0,2024.0,3.9,57000,Action Adventure Sci-Fi Thriller,
Made,7.0,2001.0,6.3,19000,,
Made in Dagenham,11.0,2010.0,7.1,16000,,
Made of Honor,5.0,2008.0,5.8,76000,,
Madea Goes To Jail,2.0,2009.0,,,,
Madea's Family Reunion,2.0,2006.0,5.3,12000,,
Madea's Witness Protection,6.0,2012.0,4.9,11000,,United States
Madea’s Big Happy Family,4.0,2011.0,,,,
Magic Mike,6.0,2012.0,6.1,147000,,
Magic Mike XXL,7.0,2015.0,5.6,61000,,
Maid in Manhattan,12.0,2002.0,5.4,96000,,
Maleficent,5.0,2014.0,6.9,401000,,
Maleficent: Mistress of Evil,10.0,2019.0,6.6,119000,,
Malevolence,9.0,2004.0,5.0,38000,,United States
Malibu's Most Wanted,4.0,2003.0,5.2,21000,,United States
Malibu’s Most Wanted,4.0,2003.0,,,,
Mama,1.0,2013.0,6.2,191000,,
Mambo Italiano,9.0,2003.0,6.7,7000,,
Mamma Mia!,7.0,2008.0,6.5,275000,,
Mamma Mia! Here We Go Again,7.0,2018.0,6.6,109000,,United Kingdom United States Japan China Croatia
Mamma Mia: Here We Go Again!,7.0,2018.0,,,,
Man cheng jin dai huang jin jia,12.0,2006.0,,,,
Man of Steel,6.0,2013.0,7.1,813000,,
Man of the House,2.0,2005.0,5.4,25000,,
Man of the Year,10.0,2006.0,6.2,35000,,
Man on Fire,4.0,2004.0,7.7,390000,,
Man on Wire,7.0,2008.0,7.7,59000,,
Man on a Ledge,1.0,2012.0,6.6,159000,,
Manchester by the Sea,11.0,2016.0,7.8,314000,,
Mandela: Long Walk to Freedom,11.0,2013.0,7.1,29000,,
Mao's Last Dancer,8.0,2010.0,7.3,83000,,
Marci X,8.0,2003.0,3.0,55000,,Germany United States
Margaret,9.0,2011.0,6.5,18000,,United States
Margin Call,10.0,2011.0,7.1,145000,,
Maria Full of Grace,7.0,2004.0,7.4,36000,,
Marie Antoinette,10.0,2006.0,6.5,122000,,
Marley & Me,12.0,2008.0,7.0,168000,,
Marmaduke,6.0,2010.0,4.3,18000,,
Married Life,3.0,2008.0,6.2,98000,,United States Canada
Mars Needs Moms,3.0,2011.0,5.4,24000,,
Marshall,10.0,2017.0,7.3,27000,,
Martha Marcy May Marlene,10.0,2011.0,6.8,56000,,
Martian Child,11.0,2007.0,6.7,21000,Comedy Drama Family,
Martin Lawrence Live: RunTelDat,8.0,2002.0,,,,
Martin Lawrence Live: Runteldat,8.0,2002.0,5.4,18000,,United States
Mary Poppins Returns,12.0,2018.0,6.7,95000,,
Mary Queen of Scots,12.0,2018.0,6.3,55000,,
Master and Commander: The Far Side of the World,11.0,2003.0,7.5,238000,,
Masterminds,9.0,2016.0,5.8,60000,,
Match Point,12.0,2005.0,7.6,228000,,
Max,12.0,2002.0,6.4,88000,,
Max Keeble's Big Move,10.0,2001.0,5.4,87000,,
Max Payne,10.0,2008.0,5.3,130000,,
Maze Runner: The Death Cure,1.0,2018.0,6.3,164000,,
Maze Runner: The Scorch Trials,9.0,2015.0,6.3,277000,,
"McFarland, USA",2.0,2015.0,7.4,42000,Biography Drama Sport,
Me Before You,6.0,2016.0,7.4,288000,,
Me and Earl and the Dying Girl,6.0,2015.0,7.7,138000,,
Me and Orson Welles,11.0,2009.0,6.7,12000,,United Kingdom Isle of Man United States
Me and You and Everyone We Know,6.0,2005.0,7.2,37000,,
"Me, Myself & Irene",6.0,2000.0,6.6,251000,Comedy,
Mean Girls,4.0,2004.0,7.1,436000,,
Mechanic: Resurrection,8.0,2016.0,5.7,94000,,
Meek's Cutoff,4.0,2011.0,6.5,15000,,United States
Meet Dave,7.0,2008.0,5.1,44000,,
Meet the Blacks,4.0,2016.0,4.8,38000,,
Meet the Browns,3.0,2008.0,4.5,73000,,
Meet the Fockers,12.0,2004.0,6.3,287000,,
Meet the Mormons,10.0,2014.0,6.4,2000,,
Meet the Parents,10.0,2000.0,7.0,356000,,
Meet the Spartans,1.0,2008.0,2.8,112000,,
Meg 2: The Trench,8.0,2023.0,5.0,79000,,
Megamind,11.0,2010.0,7.3,296000,,
Megiddo: Omega Code 2,9.0,2001.0,,,,
Megiddo: The Omega Code 2,9.0,2001.0,3.9,3000,,United States
Mei Ren Yu,2.0,2016.0,,,,
Melancholia,11.0,2011.0,7.1,196000,,
Memento,3.0,2001.0,8.4,13000000,,
Memoirs of a Geisha,12.0,2005.0,7.3,161000,,
Men in Black 2,7.0,2002.0,,,,
Men in Black 3,5.0,2012.0,,,,
Men in Black II,7.0,2002.0,6.2,404000,,United States
Men in Black: International,6.0,2019.0,5.6,147000,,
Men in Black�,5.0,2012.0,6.8,387000,,United States United Arab Emirates
Men of Honor,11.0,2000.0,7.2,125000,,
Metallica Through the Never,9.0,2013.0,7.1,18000,,
Miami Vice,7.0,2006.0,6.1,124000,,
Michael Clayton,10.0,2007.0,7.2,174000,,
Michael Jackson's This Is It,10.0,2009.0,,,,
Mickey,4.0,2004.0,6.5,508,,United States
Micmacs,5.0,2010.0,7.1,31000,,
Mid90s,10.0,2018.0,7.3,78000,,
Middle Men,8.0,2010.0,6.8,38000,,United States
Middle School: The Worst Years of My Life,10.0,2016.0,6.1,10000,,
Middle of Nowhere,10.0,2012.0,6.6,2000,,United States
Midnight Special,3.0,2016.0,6.6,84000,,
Midnight Sun,3.0,2018.0,6.6,36000,,
Midnight in Paris,5.0,2011.0,7.6,450000,,
Midsommar,7.0,2019.0,7.1,405000,,
Midway,11.0,2019.0,6.7,95000,Action Drama History War,
Mike and Dave Need Wedding Dates,7.0,2016.0,6.0,95000,,
Mile 22,8.0,2018.0,6.1,87000,,
Milk,11.0,2008.0,7.5,180000,,
Million Dollar Arm,5.0,2014.0,7.0,48000,,
Million Dollar Baby,12.0,2004.0,8.1,723000,,
Mindhunters,5.0,2005.0,6.3,64000,,
Minions,7.0,2015.0,6.4,260000,,
Minority Report,6.0,2002.0,7.6,585000,,
Miracle,2.0,2004.0,7.4,59000,,
Miracle at St. Anna,9.0,2008.0,6.1,19000,,
Miracles from Heaven,3.0,2016.0,7.1,28000,,
Mirror Mirror,3.0,2012.0,5.6,91000,,
Mirrormask,9.0,2005.0,6.7,24000,,United Kingdom United States
Mirrors,8.0,2008.0,6.1,114000,,
Miss Bala,2.0,2019.0,5.8,13000,,
Miss Congeniality,12.0,2000.0,6.3,231000,,
Miss Congeniality 2: Armed and Fabulous,3.0,2005.0,,,,
Miss Peregrine's Home for Peculiar Children,9.0,2016.0,6.7,189000,,United States United Kingdom Belgium Canada
Miss Peregrine’s Home for Peculiar Children,9.0,2016.0,,,,
Miss Potter,12.0,2006.0,7.0,32000,,
Miss Sloane,1.0,2017.0,,,,
Mission to Mars,3.0,2000.0,5.7,77000,Adventure Sci-Fi Thriller,
Mission: Impossible - Dead Reckoning Part One,7.0,2023.0,7.7,248000,,United States
Mission: Impossible - Fallout,7.0,2018.0,7.7,379000,,United States China France Norway
Mission: Impossible - Ghost Protocol,12.0,2011.0,7.4,529000,,United States United Arab Emirates
Mission: Impossible - Rogue Nation,7.0,2015.0,7.4,411000,,United States China United Kingdom Austria Morocco
Mission: Impossible 2,5.0,2000.0,,,,
Mission: Impossible Dead Reckoning Part One,7.0,2023.0,,,,
Mission: Impossible III,5.0,2006.0,6.9,391000,,
Mission: Impossible—Fallout,7.0,2018.0,,,,
Mission: Impossible—Ghost Protocol,12.0,2011.0,,,,
Mission: Impossible—Rogue Nation,7.0,2015.0,,,,
Moana,11.0,2015.0,6.8,738,,
Molly’s Game,12.0,2017.0,,,,
Mommy,9.0,2014.0,8.0,62000,,
Moms' Night Out,5.0,2014.0,5.3,15000,,United States
Moms’ Night Out,5.0,2014.0,,,,
Mona Lisa Smile,12.0,2003.0,6.5,91000,,
Money Monster,5.0,2016.0,6.5,105000,,
Moneyball,9.0,2011.0,7.6,466000,,
Mongol,6.0,2008.0,,,,
Mongol: The Rise of Genghis Khan,6.0,2008.0,7.2,49000,,Russia Germany Kazakhstan
Monkeybone,2.0,2001.0,4.8,19000,,
Monsoon Wedding,2.0,2002.0,7.3,27000,,
Monster,12.0,2003.0,7.3,162000,,
Monster House,7.0,2006.0,6.6,138000,,
Monster Trucks,1.0,2017.0,5.7,19000,,
Monster's Ball,12.0,2001.0,7.1,94000,,
Monster-in-Law,5.0,2005.0,5.6,66000,,
Monsters,10.0,2010.0,6.3,98000,,
Monsters Inc.,11.0,2001.0,8.1,980000,,United States
Monsters University,6.0,2013.0,7.2,391000,,
Monsters vs. Aliens,3.0,2009.0,6.4,176000,,
"Monsters, Inc.",12.0,2001.0,8.1,980000,Animation Adventure Comedy Family Fantasy,
Monte Carlo,7.0,2011.0,5.8,49000,,
Moon,6.0,2009.0,7.8,377000,,
Moonlight,10.0,2016.0,7.4,332000,,
Moonlight Mile,9.0,2002.0,6.6,15000,,
Moonrise Kingdom,5.0,2012.0,7.8,367000,,
Morgan,9.0,2016.0,5.8,46000,,
Morning Glory,11.0,2010.0,6.5,83000,,
Mortal Engines,12.0,2018.0,6.1,141000,,
Mortdecai,1.0,2015.0,5.5,77000,,
Mother and Child,5.0,2010.0,7.2,13000,,
Mother!,9.0,2017.0,6.6,250000,,United States
Mother's Day,4.0,2016.0,5.6,40000,,United States
Motherless Brooklyn,11.0,2019.0,6.8,63000,Crime Drama Mystery,
Mother’s Day,4.0,2016.0,,,,
Moulin Rouge,5.0,2001.0,,,,
Moulin Rouge!,5.0,2001.0,7.6,300000,,Australia United States
Movie 43,1.0,2013.0,4.3,112000,,
Mozart and the Whale,4.0,2006.0,6.7,93000,,United States
Mr. & Mrs. Smith,6.0,2005.0,6.5,542000,,United States
Mr. 3000,9.0,2004.0,5.6,15000,,
Mr. Bean’s Holiday,8.0,2007.0,,,,
Mr. Brooks,6.0,2007.0,7.3,156000,,
Mr. Deeds,6.0,2002.0,5.8,153000,,
Mr. Peabody & Sherman,3.0,2014.0,6.8,78000,,
Mr. Popper's Penguins,6.0,2011.0,6.0,106000,,United States
Mr. Poppers's Penguins,6.0,2011.0,,,,
Mr. Turner,12.0,2014.0,6.8,27000,,
Mr. and Mrs. Smith,6.0,2005.0,,,,
Mrs. Henderson Presents,12.0,2005.0,7.0,16000,,
Mud,4.0,2013.0,7.4,189000,,
Mulholland Drive,10.0,2001.0,7.9,384000,,
Munich,12.0,2005.0,7.5,238000,,
Muppets Most Wanted,3.0,2014.0,6.4,37000,,
Murder by Numbers,4.0,2002.0,6.2,62000,,
Murder on the Orient Express,11.0,2017.0,6.5,297000,,
Music and Lyrics,2.0,2007.0,6.5,107000,,
Must Love Dogs,7.0,2005.0,5.9,33000,,
Mustang,11.0,2015.0,7.6,41000,,
My Baby's Daddy,1.0,2004.0,4.5,39000,,
My Best Friend's Girl,9.0,2008.0,5.8,46000,,
My Big Fat Greek Wedding,4.0,2002.0,6.6,145000,,
My Big Fat Greek Wedding 2,3.0,2016.0,6.0,36000,,
My Bloody Valentine,1.0,2009.0,5.4,61000,,
My Blueberry Nights,4.0,2008.0,6.6,57000,,
My Boss's Daughter,8.0,2003.0,4.7,31000,,
My Date with Drew,8.0,2005.0,6.5,47000,,United States
My Dog Skip,1.0,2000.0,7.0,21000,Comedy Drama Family,
My Fair Lady,2.0,2019.0,7.7,102000,,United States
My First Mister,10.0,2001.0,7.2,59000,,Germany United States
My Life Without Me,9.0,2003.0,7.4,26000,,
My Life in Ruins,6.0,2009.0,5.9,21000,,
My Little Pony: The Movie,10.0,2017.0,6.1,8000,,
My Name is Khan,1.0,2012.0,,,,
My Old Lady,9.0,2014.0,6.4,10000,,
My Sister's Keeper,6.0,2009.0,7.3,98000,,United States
My Sister’s Keeper,6.0,2009.0,,,,
My Soul to Take,10.0,2010.0,4.7,22000,,
My Super Ex-Girlfriend,7.0,2006.0,5.2,67000,,
My Week with Marilyn,11.0,2011.0,6.9,90000,,
Mystic River,10.0,2003.0,7.9,486000,,
N-Secure,10.0,2010.0,3.7,665,,United States
Nacho Libre,6.0,2006.0,5.9,94000,,
Nancy Drew,6.0,2007.0,5.9,22000,,
Nanjing! Nanjing!,5.0,2011.0,,,,
Nanny McPhee,1.0,2006.0,6.6,86000,,
Nanny McPhee Returns,8.0,2010.0,6.1,37000,,United Kingdom France United States Japan
Nanny McPhee and the Big Bang,8.0,2010.0,,,,
Napoleon,11.0,2023.0,6.4,141000,Action Adventure Biography Drama War,
Napoleon Dynamite,6.0,2004.0,7.0,238000,,
Narc,12.0,2002.0,7.1,43000,,
National Lampoon's Van Wilder,4.0,2002.0,6.4,115000,,Germany United States
National Treasure,11.0,2004.0,6.9,356000,,
Nebraska,11.0,2013.0,7.7,124000,,
Need for Speed,3.0,2014.0,6.4,179000,,
Neighbors,5.0,2014.0,6.3,330000,,
Neighbors 2: Sorority Rising,5.0,2016.0,5.7,130000,,
Nerve,7.0,2016.0,6.5,140000,,
Never Back Down,3.0,2008.0,6.5,107000,,
Never Let Me Go,9.0,2010.0,7.1,153000,,
New Year's Eve,12.0,2011.0,5.6,90000,,United States
New Year’s Eve,12.0,2011.0,,,,
New York Minute,5.0,2004.0,4.9,25000,,
New in Town,1.0,2009.0,5.7,25000,,
Next,4.0,2007.0,6.2,167000,,
Next Day Air,5.0,2009.0,5.7,11000,,
Next Goal Wins,11.0,2023.0,6.5,23000,Comedy Drama Sport,
Nick and Norah's Infinite Playlist,10.0,2008.0,6.6,95000,,
Night School,9.0,2018.0,5.6,44000,,
Night at the Museum,12.0,2006.0,6.5,378000,,
Night at the Museum: Battle of the Smithsonian,5.0,2009.0,6.0,213000,,
Night at the Museum: Secret of the Tomb,12.0,2014.0,6.2,136000,,
Nightcrawler,10.0,2014.0,7.8,605000,,
Nim's Island,4.0,2008.0,6.0,37000,,
Nine,12.0,2009.0,5.8,45000,,
Nine Lives,10.0,2005.0,6.7,71000,,
Ninja Assassin,11.0,2009.0,6.3,76000,,
No Country for Old Men,11.0,2007.0,8.2,11000000,,
No Escape,8.0,2015.0,6.7,93000,,
No Good Deed,9.0,2014.0,5.6,22000,,
No Hard Feelings,6.0,2023.0,6.4,161000,,
No Reservations,7.0,2007.0,6.3,79000,,
No Strings Attached,1.0,2011.0,6.2,244000,,
No se Aceptan Devoluciones,2.0,2014.0,,,,
Noah,4.0,2019.0,5.5,46,,
Nobody’s Fool,11.0,2018.0,,,,
Nocturnal Animals,11.0,2016.0,7.5,305000,,
Non-Stop,2.0,2014.0,6.9,277000,,
Norbit,2.0,2007.0,4.2,80000,,
Norm of the North,1.0,2016.0,3.4,10000,,
North Country,10.0,2005.0,7.3,45000,,
Not Another Teen Movie,12.0,2001.0,5.8,116000,,
Not Easily Broken,1.0,2009.0,6.1,32000,,
Not Fade Away,12.0,2012.0,6.0,5000,,United States
Notes on a Scandal,12.0,2006.0,7.4,85000,,
Notorious,1.0,2009.0,6.7,46000,,
November,7.0,2005.0,5.4,32000,,United States
Novocaine,11.0,2001.0,5.8,12000,,United States
Now You See Me,5.0,2013.0,7.2,709000,,
Now You See Me 2,6.0,2016.0,6.4,322000,,
Nowhere Boy,10.0,2010.0,7.1,39000,,
Nowhere in Africa,3.0,2003.0,7.5,14000,,Germany
Nueve Reinas,8.0,2000.0,,,,
Nurse Betty,9.0,2000.0,6.3,36000,Comedy Crime Drama Romance,
Nutty Professor II: The Klumps,7.0,2000.0,4.5,53000,Comedy Romance Sci-Fi,
O,8.0,2001.0,6.1,22000,,
"O Brother, Where Art Thou?",12.0,2000.0,7.7,331000,Comedy Crime Drama Music,
Oblivion,4.0,2013.0,7.0,554000,,
Observe and Report,4.0,2009.0,5.8,65000,,
Obsessed,4.0,2009.0,5.0,34000,,
Ocean's Eight,6.0,2018.0,6.3,242000,,United States
Ocean's Eleven,12.0,2001.0,7.7,620000,,
Ocean's Thirteen,6.0,2007.0,6.9,368000,,
Ocean's Twelve,12.0,2004.0,6.5,415000,,
Oceans,4.0,2010.0,7.7,10000,,
Ocean’s 8,6.0,2018.0,,,,
October Baby,10.0,2011.0,6.6,79000,,
Oculus,4.0,2014.0,6.5,140000,,
Office Christmas Party,12.0,2016.0,5.9,88000,,
Old Dogs,11.0,2009.0,5.3,40000,,
Old School,2.0,2003.0,7.0,244000,,
Oldboy,3.0,2005.0,8.3,637000,,
Oliver Twist,9.0,2005.0,6.8,34000,,
Olympus Has Fallen,3.0,2013.0,6.5,293000,,
On the Basis of Sex,12.0,2018.0,7.1,38000,,
On the Line,10.0,2001.0,4.2,44000,,
On the Road,12.0,2012.0,6.0,43000,,
Once,5.0,2007.0,7.8,121000,,
Once Upon a Deadpool,12.0,2018.0,7.6,647000,,United States Canada
Once Upon a Time in Mexico,9.0,2003.0,6.3,170000,,
Once Upon a Time... in Hollywood,7.0,2019.0,7.6,850000,,United States United Kingdom China
Once Upon a Time…in Hollywood,7.0,2019.0,,,,
Ondine,6.0,2010.0,6.8,23000,,Ireland United States
One Day,8.0,2011.0,7.0,168000,,
One Direction: This Is Us,8.0,2013.0,4.3,25000,,United States United Kingdom
One Direction: This is Us,8.0,2013.0,,,,
One Hour Photo,8.0,2002.0,6.8,132000,,
One Missed Call,1.0,2008.0,4.0,34000,,
One Night at McCool's,4.0,2001.0,6.2,31000,,
One Night with the King,10.0,2006.0,6.0,78000,,
One for the Money,1.0,2012.0,5.3,44000,,
Only Lovers Left Alive,4.0,2014.0,7.2,108000,,United Kingdom Germany Greece France
Only the Brave,10.0,2017.0,7.6,78000,,
Open Range,8.0,2003.0,7.4,78000,,
Open Season,9.0,2006.0,6.1,106000,,
Open Water,8.0,2004.0,5.8,56000,,
Operation Finale,8.0,2018.0,6.6,49000,,
Oppenheimer,7.0,2023.0,8.3,737000,,
Orange County,1.0,2002.0,6.2,52000,,
Original Sin,8.0,2001.0,6.0,60000,,
Orphan,7.0,2009.0,7.0,253000,,
Osama,2.0,2004.0,7.3,95000,,Afghanistan Ireland Japan Netherlands Iran
Osmosis Jones,8.0,2001.0,6.3,39000,,
Ouija,10.0,2014.0,4.5,57000,,
Ouija: Origin of Evil,10.0,2016.0,6.2,73000,,
Our Brand Is Crisis,10.0,2015.0,6.1,23000,,United States
Our Brand is Crisis,11.0,2015.0,,,,
Our Family Wedding,3.0,2010.0,5.0,75000,,
Our Idiot Brother,8.0,2011.0,6.4,91000,,
Out Cold,11.0,2001.0,6.2,18000,,
Out of Time,10.0,2003.0,6.5,66000,,
