movie_name,month,year,sequel
Rebound,7,2005,0
Recess: School's Out,2,2001,0
Red Dawn,11,2012,0
Red Dragon,10,2002,0
Red Eye,8,2005,0
Red Lights,8,2004,0
Red Planet,11,2000,0
Red Riding Hood,3,2011,0
Red Sparrow,3,2018,0
Red Tails,1,2012,0
Redbelt,5,2008,0
Redemption,6,2013,0
Redline,4,2007,0
Reign Over Me,3,2007,0
Reign of Fire,7,2002,0
Reindeer Games,2,2000,0
Religulous,10,2008,0
Remember Me,3,2010,0
Remember the Titans,9,2000,0
Renaissance,9,2006,0
Rendition,10,2007,0
Renfield,4,2023,0
Reno 911!: Miami,2,2007,0
Rent,11,2005,0
Repo Men,3,2010,0
Requiem for a Dream,10,2000,0
Resident Evil: Afterlife,9,2010,0
Resident Evil: Apocalypse,9,2004,0
Resident Evil: Extinction,9,2007,0
Resident Evil: Retribution,9,2012,1
Restless,9,2011,0
Return to Never Land,2,2002,1
Revolutionary Road,12,2008,0
Ricki and the Flash,8,2015,0
Riddick,9,2013,1
Ride Along,1,2014,0
Ride Along 2,1,2016,1
Riding in Cars with Boys,10,2001,0
Righteous Kill,9,2008,0
Rings,2,2017,1
Rio,4,2011,0
Rio 2,4,2014,1
Rise of the Guardians,11,2012,0
Rise of the Planet of the Apes,8,2011,0
Risen,2,2016,0
Road to Perdition,7,2002,0
Robin Hood,11,2018,0
RoboCop,2,2014,0
Robot & Frank,8,2012,0
Robots,3,2005,0
Rock Star,9,2001,0
Rock of Ages,6,2012,0
Rocket Science,8,2007,0
Rocketman,5,2019,0
RocknRolla,10,2008,0
Rocky Balboa,12,2006,0
Rogue One: A Star Wars Story,12,2016,0
Role Models,11,2008,0
Roll Bounce,9,2005,0
Rollerball,2,2002,0
Roman J. Israel Esq.,11,2017,0
Romeo Must Die,3,2000,0
Room,10,2015,0
Rough Night,6,2017,0
Rugrats Go Wild,6,2003,0
Rugrats in Paris,11,2000,0
Rules of Engagement,4,2000,0
Run All Night,3,2015,0
Runaway Jury,10,2003,0
Runner Runner,10,2013,0
Running Scared,2,2006,0
Rush,9,2013,0
Rush Hour 2,8,2001,0
Rush Hour 3,8,2007,0
S.W.A.T.,8,2003,0
Sabotage,3,2014,0
Safe,4,2012,0
Safe Haven,2,2013,0
Safe House,2,2012,0
Sahara,4,2005,0
Salt,7,2010,0
Same Kind of Different as Me,10,2017,0
San Andreas,5,2015,0
Sanctum,2,2011,0
Sausage Party,8,2016,0
Savages,7,2012,0
Save the Last Dance,1,2001,0
Saved!,5,2004,0
Saving Grace,8,2000,0
Saving Mr. Banks,12,2013,0
Saving Silverman,2,2001,0
Saw 3D,10,2010,0
Saw II,10,2005,0
Saw III,10,2006,0
Saw IV,10,2007,0
Saw V,10,2008,0
Saw VI,10,2009,0
Saw X,9,2023,1
Say It Isn't So,3,2001,0
Scary Movie,7,2000,0
Scary Movie 2,7,2001,0
Scary Movie 3,10,2003,0
Scary Movie 4,4,2006,0
Scary Movie V,4,2013,0
Scary Stories to Tell in the Dark,8,2019,0
School for Scoundrels,9,2006,0
School of Rock,10,2003,0
Scooby-Doo,6,2002,0
Scooby-Doo 2: Monsters Unleashed,3,2004,0
Scoop,7,2006,0
Scott Pilgrim vs. the World,8,2010,0
Scouts Guide to the Zombie Apocalypse,10,2015,0
Scream 3,2,2000,0
Scream 4,4,2011,0
Scream VI,3,2023,1
Screwed,5,2000,0
Seabiscuit,7,2003,0
Searching,8,2018,0
Season of the Witch,1,2011,0
Second Act,12,2018,0
Secondhand Lions,9,2003,0
Secret Window,3,2004,0
Secret in Their Eyes,11,2015,0
Secretariat,10,2010,0
Secretary,9,2002,0
See No Evil,5,2006,0
See Spot Run,3,2001,0
Seeking a Friend for the End of the World,6,2012,0
Self/less,7,2015,0
Selma,12,2014,0
Semi-Pro,2,2008,0
September Dawn,8,2007,0
Serendipity,10,2001,0
Serenity,1,2019,0
Serving Sara,8,2002,0
Seven Pounds,12,2008,0
Seven Psychopaths,10,2012,0
Seventh Son,2,2015,0
Sex Drive,10,2008,0
Sex Tape,7,2014,0
Sex and the City,5,2008,0
Sex and the City 2,5,2010,0
Shadow of the Vampire,12,2000,0
Shaft,6,2019,1
Shall We Dance?,10,2004,0
Shallow Hal,11,2001,0
Shame,12,2011,0
Shanghai Knights,2,2003,0
Shanghai Noon,5,2000,0
Shark Night,9,2011,0
Shark Tale,10,2004,0
Shaun of the Dead,9,2004,0
Shazam!,4,2019,0
Shazam! Fury of the Gods,3,2023,0
She's Out of My League,3,2010,0
She's the Man,3,2006,0
Sherlock Gnomes,3,2018,1
Sherlock Holmes,12,2009,0
Sherlock Holmes: A Game of Shadows,12,2011,0
Shine a Light,4,2008,0
Shoot 'Em Up,9,2007,0
Shooter,3,2007,0
Shopgirl,10,2005,0
Shorts,8,2009,0
Show Dogs,5,2018,0
Showtime,3,2002,0
Shrek,5,2001,0
Shrek 2,5,2004,1
Shrek Forever After,5,2010,1
Shrek the Third,5,2007,1
Shut In,3,2016,0
Shutter,3,2008,0
Shutter Island,2,2010,0
Sicario,9,2015,0
Sicario: Day of the Soldado,6,2018,1
Sicko,6,2007,0
Side Effects,2,2013,0
Sideways,10,2004,0
Signs,8,2002,0
Silence,12,2016,0
Silent Hill,4,2006,0
Silent Hill: Revelation,10,2012,0
Silver Linings Playbook,11,2012,0
Sin City,4,2005,0
Sin City: A Dame to Kill For,8,2014,0
Sinbad: Legend of the Seven Seas,7,2003,0
Sing,12,2016,0
Sinister,10,2012,0
Sinister 2,8,2015,0
Sisters,12,2015,0
Sky Captain and the World of Tomorrow,9,2004,0
Sky High,7,2005,0
Skyfall,11,2012,0
Skyline,11,2010,0
Skyscraper,7,2018,0
Slackers,2,2002,0
Sleepless,1,2017,0
Sleepover,7,2004,0
Slender Man,8,2018,0
Slither,3,2006,0
Slumdog Millionaire,11,2008,0
Small Time Crooks,5,2000,0
Smallfoot,9,2018,0
Smokin' Aces,1,2007,0
Smurfs: The Lost Village,4,2017,0
Snakes on a Plane,8,2006,0
Snatch,12,2000,0
Snatched,5,2017,0
Snitch,2,2013,0
Snow Day,2,2000,0
Snow Dogs,1,2002,0
Snow Flower and the Secret Fan,7,2011,0
Snow White and the Huntsman,6,2012,0
Snowden,9,2016,0
Solaris,11,2002,0
Solo: A Star Wars Story,5,2018,0
Someone Like You,3,2001,0
Something Borrowed,5,2011,0
Something's Gotta Give,12,2003,0
Somewhere,12,2010,0
Son of God,2,2014,0
Son of the Mask,2,2005,0
Sorority Boys,3,2002,0
Sorority Row,9,2009,0
Sorry to Bother You,7,2018,0
Soul Men,11,2008,0
Soul Plane,5,2004,0
Soul Surfer,4,2011,0
Soul Survivors,9,2001,0
Sound of Freedom,7,2023,0
Source Code,4,2011,0
Southpaw,7,2015,0
Space Chimps,7,2008,0
Space Cowboys,8,2000,0
Spanglish,12,2004,0
Sparkle,8,2012,0
Spectre,11,2015,1
Speed Racer,5,2008,0
Spider,12,2002,0
Spider-Man,5,2002,0
Spider-Man 2,6,2004,1
Spider-Man 3,5,2007,1
Spider-Man: Across the Spider-Verse,6,2023,1
Spider-Man: Far from Home,7,2019,0
Spider-Man: Homecoming,7,2017,0
Spies in Disguise,12,2019,0
Spirit: Stallion of the Cimarron,5,2002,0
Spirited Away,4,2023,0
Spotlight,11,2015,0
Spy,6,2015,0
Spy Game,11,2001,0
Spy Kids,3,2001,0
Spy Kids 2: Island of Lost Dreams,8,2002,0
Spy Kids 3: Game Over,7,2003,0
Spy Kids 4: All the Time in the World,8,2011,0
St. Vincent,10,2014,0
Stan & Ollie,12,2018,0
Star Trek,5,2009,0
Star Trek Beyond,7,2016,1
Star Trek Into Darkness,5,2013,1
Star Trek: Nemesis,12,2002,0
Star Wars: Episode II - Attack of the Clones,11,2002,0
Star Wars: Episode III - Revenge of the Sith,5,2005,0
Star Wars: Episode VII - The Force Awakens,12,2015,0
Star Wars: Episode VIII - The Last Jedi,12,2017,0
Star Wars: The Clone Wars,8,2008,0
Stardust,8,2007,0
Starsky & Hutch,3,2004,0
State of Play,4,2009,0
Stay Alive,3,2006,0
Stealing Harvard,9,2002,0
Stealth,7,2005,0
Step Brothers,7,2008,0
Step Up,8,2006,0
Step Up 3D,8,2010,0
Step Up Revolution,7,2012,0
Steve Jobs,10,2015,0
Stick It,4,2006,0
Still Alice,1,2015,0
Stoker,3,2013,0
Stolen,9,2012,0
Stolen Summer,3,2002,0
Stomp the Yard,1,2007,0
Stone,10,2010,0
Stop-Loss,3,2008,0
Storks,9,2016,0
Straight Outta Compton,8,2015,0
Strange Wilderness,2,2008,0
Stranger Than Fiction,11,2006,0
Straw Dogs,9,2011,0
Strays,8,2023,0
Street Fighter: The Legend of Chun-Li,2,2009,0
Street Kings,4,2008,0
Stronger,9,2017,0
Stuart Little 2,7,2002,0
Stuber,7,2019,0
Suburbicon,10,2017,0
Sucker Punch,3,2011,0
Suffragette,10,2015,0
Sugar & Spice,1,2001,0
Suicide Squad,8,2016,0
Sully,9,2016,0
Summer Catch,8,2001,0
Sunshine,7,2007,0
Super 8,6,2011,0
Super Size Me,5,2004,0
Super Troopers 2,4,2018,1
SuperFly,6,2018,0
Superbabies: Baby Geniuses 2,8,2004,0
Superbad,8,2007,0
Superhero Movie,3,2008,0
Superman Returns,6,2006,1
Supernova,1,2000,0
Surfer Dude,9,2008,0
Surrogates,9,2009,0
Suspect Zero,8,2004,0
Suspiria,10,2018,0
Sweeney Todd: The Demon Barber of Fleet Street,12,2007,0
Sweet Home Alabama,9,2002,0
Sweet November,2,2001,0
Swept Away,10,2002,0
Swimfan,9,2002,0
Swimming Pool,7,2003,0
Swing Vote,8,2008,0
Swiss Army Man,6,2016,0
Swordfish,6,2001,0
Sydney White,9,2007,0
Synecdoche New York,10,2008,0
Syriana,11,2005,0
T2 Trainspotting,3,2017,1
TMNT,3,2007,0
Tag,6,2018,0
Take Me Home Tonight,3,2011,0
Take Shelter,9,2011,0
Take the Lead,4,2006,0
Taken 2,10,2012,0
Takers,8,2010,0
Taking Lives,3,2004,0
Taking Woodstock,8,2009,0
Talladega Nights: The Ballad of Ricky Bobby,8,2006,0
Tammy,7,2014,0
Tangled,11,2010,0
Taxi,10,2004,0
Team America: World Police,10,2004,0
Tears of the Sun,3,2003,0
Ted,6,2012,0
Ted 2,6,2015,1
Teen Titans GO! To the Movies,7,2018,0
Teenage Mutant Ninja Turtles,8,2014,0
Teenage Mutant Ninja Turtles: Mutant Mayhem,8,2023,0
Teenage Mutant Ninja Turtles: Out of the Shadows,6,2016,1
Terminator 3: Rise of the Machines,7,2003,0
Terminator Genisys,7,2015,1
Terminator Salvation,5,2009,0
Terminator: Dark Fate,10,2019,1
Testament of Youth,6,2015,0
Thank You for Your Service,10,2017,0
Thanksgiving,11,2023,0
That Awkward Moment,1,2014,0
That's My Boy,6,2012,0
The 15:17 to Paris,2,2018,0
The 33,11,2015,0
The 40-Year-Old Virgin,8,2005,0
The 5th Wave,1,2016,0
The 6th Day,11,2000,0
The A-Team,6,2010,0
The Accountant,10,2016,0
The Addams Family,10,2019,0
The Adjustment Bureau,3,2011,0
The Adventures of Pluto Nash,8,2002,0
The Adventures of Rocky & Bullwinkle,6,2000,0
The Adventures of Tintin,12,2011,0
The Age of Adaline,4,2015,0
The Alamo,4,2004,0
The Amazing Spider-Man,7,2012,0
The Amazing Spider-Man 2,5,2014,1
The American,9,2010,0
The Amityville Horror,4,2005,0
The Angry Birds Movie,5,2016,0
The Angry Birds Movie 2,8,2019,1
The Animal,6,2001,0
The Ant Bully,7,2006,0
The Apparition,8,2012,0
The Art of Racing in the Rain,8,2019,0
The Artist,11,2011,0
The Assassination of Jesse James by the Coward Robert Ford,9,2007,0
The Avengers,5,2012,0
The Aviator,12,2004,0
The BFG,7,2016,0
The Back-up Plan,4,2010,0
The Banger Sisters,9,2002,0
The Bank Job,3,2008,0
The Beaver,5,2011,0
The Beguiled,6,2017,0
The Believer,5,2002,0
The Benchwarmers,4,2006,0
The Best Man Holiday,11,2013,0
The Best of Enemies,4,2019,0
The Best of Me,10,2014,0
The Big Bounce,1,2004,0
The Big Short,12,2015,0
The Big Sick,6,2017,0
The Big Wedding,4,2013,0
The Big Year,10,2011,0
The Birth of a Nation,10,2016,0
The Black Dahlia,9,2006,0
The Blind Side,11,2009,0
The Boat That Rocked,11,2009,0
The Book Thief,11,2013,0
The Book of Eli,1,2010,0
The Book of Life,10,2014,0
The Book of Mormon Movie Volume 1: The Journey,9,2003,0
The Boondock Saints II: All Saints Day,10,2009,1
The Boss,4,2016,0
The Boss Baby,3,2017,0
The Bounty Hunter,3,2010,0
The Bourne Identity,6,2002,0
The Bourne Legacy,8,2012,0
The Bourne Supremacy,7,2004,1
The Bourne Ultimatum,8,2007,1
The Box,11,2009,0
The Boxtrolls,9,2014,0
The Boy,1,2016,0
The Boy Next Door,1,2015,0
The Brave One,9,2007,0
The Break-Up,6,2006,0
The Brothers,3,2001,0
The Brothers Bloom,5,2009,0
The Brothers Grimm,8,2005,0
The Brothers Grimsby,3,2016,0
The Brothers Solomon,9,2007,0
The Bucket List,12,2007,0
The Butler,8,2013,0
The Butterfly Effect,1,2004,0
The Bye Bye Man,1,2017,0
The Call,3,2013,0
The Campaign,8,2012,0
The Case for Christ,4,2017,0
The Cat in the Hat,11,2003,0
The Cave,10,2019,0
The Caveman's Valentine,3,2001,0
The Cell,8,2000,0
The Change-Up,8,2011,0
The Children of Huang Shi,5,2008,0
The Chronicles of Narnia: Prince Caspian,5,2008,0
The Chronicles of Narnia: The Lion the Witch and the Wardrobe,12,2005,0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",12,2005,0
The Chronicles of Narnia: The Voyage of the Dawn Treader,12,2010,0
The Chronicles of Riddick,6,2004,0
The Circle,4,2017,0
The Cold Light of Day,9,2012,0
The Collection,11,2012,1
The Collector,7,2009,0
The Commuter,1,2018,0
The Company,12,2003,0
The Conjuring,7,2013,0
The Conjuring 2,6,2016,0
The Constant Gardener,8,2005,0
The Contender,10,2000,0
The Cookout,9,2004,0
The Cooler,11,2003,0
The Core,3,2003,0
The Counselor,10,2013,0
The Count of Monte Cristo,1,2002,0
The Country Bears,7,2002,0
The Covenant,9,2006,0
The Crazies,2,2010,0
The Creator,9,2023,0
The Crocodile Hunter: Collision Course,7,2002,0
The Croods,3,2013,0
The Curious Case of Benjamin Button,12,2008,0
The Curse of La Llorona,4,2019,0
The Curse of the Jade Scorpion,8,2001,0
The DUFF,2,2015,0
The Da Vinci Code,5,2006,0
The Danish Girl,11,2015,0
The Darjeeling Limited,9,2007,0
The Dark Knight,7,2008,0
The Dark Knight Rises,7,2012,0
The Dark Tower,8,2017,0
The Darkest Hour,12,2011,0
The Darkest Minds,8,2018,0
The Darkness,5,2016,0
The Day After Tomorrow,5,2004,0
The Day the Earth Stood Still,12,2008,0
The Deep End,8,2001,0
The Departed,10,2006,0
The Descendants,11,2011,0
The Devil Inside,1,2012,0
The Devil Wears Prada,6,2006,0
The Devil's Double,7,2011,0
The Devil's Rejects,7,2005,1
The Dictator,5,2012,0
The Dilemma,1,2011,0
The Disappointments Room,9,2016,0
The Disaster Artist,12,2017,0
The Divergent Series: Insurgent,3,2015,0
The Door in the Floor,7,2004,0
The Drop,9,2014,0
The Duchess,9,2008,0
The Dukes of Hazzard,8,2005,0
The Eagle,2,2011,0
The Eclipse,3,2010,0
The Edge of Seventeen,12,2016,0
The Emoji Movie,7,2017,0
The Emperor's Club,11,2002,0
The Emperor's New Groove,12,2000,0
The Equalizer,9,2014,0
The Equalizer 2,7,2018,1
The Exorcism of Emily Rose,9,2005,0
The Exorcist: Believer,10,2023,1
The Expendables,8,2010,0
The Expendables 2,8,2012,0
The Expendables 3,8,2014,1
The Express,10,2008,0
The Eye,2,2008,0
The Family,9,2013,0
The Family Man,12,2000,0
The Family Stone,12,2005,0
The Farewell,7,2019,0
The Fast and the Furious,6,2001,0
The Fast and the Furious: Tokyo Drift,6,2006,0
The Fate of the Furious,4,2017,1
The Fault in Our Stars,6,2014,0
The Favourite,11,2018,0
The Fifth Estate,10,2013,0
The Fighter,12,2010,0
The Fighting Temptations,9,2003,0
The Final Destination,8,2009,0
The Finest Hours,1,2016,0
The First Purge,7,2018,1
The Five-Year Engagement,4,2012,0
The Flash,6,2023,0
The Flintstones in Viva Rock Vegas,4,2000,0
The Florida Project,10,2017,0
The Fog,10,2005,0
The Forbidden Kingdom,4,2008,0
The Foreigner,10,2017,0
The Forest,1,2016,0
The Forgotten,9,2004,0
The Forsaken,4,2001,0
The Fountain,11,2006,0
The Four Feathers,9,2002,0
The Fourth Kind,11,2009,0
The Future,7,2011,0
The Gallows,7,2015,0
The Gambler,12,2014,0
The Game Plan,9,2007,0
The Game of Their Lives,4,2005,0
The Gentlemen,12,2019,0
The Ghost Writer,2,2010,0
The Gift,12,2000,0
The Girl Next Door,4,2004,0
The Giver,8,2014,0
The Glass House,9,2001,0
The Golden Compass,12,2007,0
The Goldfinch,9,2019,0
The Good Dinosaur,11,2015,0
The Good German,12,2006,0
The Good Girl,8,2002,0
The Good Guy,2,2010,0
The Good Liar,11,2019,0
The Good Shepherd,12,2006,0
The Goods: Live Hard Sell Hard,8,2009,0
"The Goods: Live Hard, Sell Hard",8,2009,0
The Gospel,10,2005,0
The Gospel of John,9,2003,0
The Grand Budapest Hotel,3,2014,0
The Great Debaters,12,2007,0
The Great Gatsby,5,2013,0
The Great Raid,8,2005,0
The Greatest Game Ever Played,9,2005,0
The Greatest Movie Ever Sold,4,2011,0
The Greatest Showman,12,2017,0
The Green Hornet,1,2011,0
The Grey,1,2012,0
The Grinch,11,2018,0
The Grudge,10,2004,0
The Grudge 2,10,2006,0
The Guard,7,2011,0
The Guardian,9,2006,0
The Guilt Trip,12,2012,0
The Gunman,3,2015,0
The Guru,1,2003,0
The Hangover,6,2009,0
The Hangover Part II,5,2011,0
The Hangover Part III,5,2013,0
The Happening,6,2008,0
The Happytime Murders,8,2018,0
The Hate U Give,10,2018,0
The Hateful Eight,12,2015,0
The Haunted Mansion,11,2003,0
The Haunting of Molly Hartley,10,2008,0
The Heat,6,2013,0
The Hebrew Hammer,12,2003,0
The Help,8,2011,0
The Hills Have Eyes,3,2006,0
The Hills Have Eyes 2,3,2007,0
The History Boys,11,2006,0
The Hitchhiker's Guide to the Galaxy,4,2005,0
The Hitman's Bodyguard,8,2017,0
The Hobbit: An Unexpected Journey,12,2012,0
The Hobbit: The Battle of the Five Armies,12,2014,0
The Hobbit: The Desolation of Smaug,12,2013,0
The Holiday,12,2006,0
The Home Teachers,1,2004,0
The Homesman,11,2014,0
The Honeymooners,6,2005,0
The Host,3,2013,0
The Hours,12,2002,0
The House,6,2017,0
The House Bunny,8,2008,0
The House of Mirth,12,2000,0
The House with a Clock in Its Walls,9,2018,0
The Human Stain,10,2003,0
The Hundred-Foot Journey,8,2014,0
The Hunger Games,3,2012,0
The Hunger Games: Catching Fire,11,2013,1
The Hunger Games: Mockingjay - Part 1,11,2014,1
The Hunger Games: Mockingjay - Part 2,11,2015,0
The Hunger Games: The Ballad of Songbirds & Snakes,11,2023,0
The Hunted,3,2003,0
The Hunting Party,9,2007,0
The Huntsman: Winter's War,4,2016,0
The Hurricane Heist,3,2018,0
The Hustle,5,2019,0
The Ides of March,10,2011,0
The Illusionist,8,2006,0
The Imaginarium of Doctor Parnassus,12,2009,0
The Imitation Game,11,2014,0
The Immigrant,5,2014,0
The Importance of Being Earnest,5,2002,0
The Impossible,12,2012,0
The Incredible Burt Wonderstone,3,2013,0
The Incredible Hulk,6,2008,0
The Incredibles,11,2004,0
The Infiltrator,7,2016,0
The Informant!,9,2009,0
The Intern,9,2015,0
The International,2,2009,0
The Internship,6,2013,0
The Interpreter,4,2005,0
The Interview,12,2014,0
The Invasion,8,2007,0
The Invention of Lying,10,2009,0
The Iron Claw,12,2023,0
The Iron Lady,12,2011,0
The Italian Job,5,2003,0
The Jacket,3,2005,0
The Judge,10,2014,0
The Jungle Book,4,2016,0
The Jungle Book 2,2,2003,1
The Karate Kid,6,2010,0
The Kid,3,2019,0
The Kid Who Would Be King,1,2019,0
The Kids Are All Right,7,2010,0
The Killer Inside Me,6,2010,0
The Kingdom,9,2007,0
The Kitchen,8,2019,0
The Kite Runner,12,2007,0
The Ladies Man,10,2000,0
The Lady in the Van,12,2015,0
The Ladykillers,3,2004,0
The Lake House,6,2006,0
The Last Airbender,7,2010,0
The Last Castle,10,2001,0
The Last Exorcism,8,2010,0
The Last Exorcism Part II,3,2013,1
The Last House on the Left,3,2009,0
The Last King of Scotland,9,2006,0
The Last Kiss,9,2006,0
The Last Legion,8,2007,0
The Last Samurai,12,2003,0
The Last Sin Eater,2,2007,0
The Last Song,3,2010,0
The Last Stand,1,2013,0
The Last Voyage of the Demeter,8,2023,0
The Last Witch Hunter,10,2015,0
The Lazarus Effect,2,2015,0
The League of Extraordinary Gentlemen,7,2003,0
The Legend of Bagger Vance,11,2000,0
The Legend of Hercules,1,2014,0
The Legend of Tarzan,7,2016,0
The Legend of Zorro,10,2005,0
The Lego Batman Movie,2,2017,0
The Lego Movie,2,2014,0
The Lego Movie 2: The Second Part,2,2019,1
The Lego Ninjago Movie,9,2017,0
The Libertine,11,2005,0
The Life Aquatic with Steve Zissou,12,2004,0
The Life of David Gale,2,2003,0
The Light Between Oceans,9,2016,0
The Lighthouse,10,2019,0
The Lincoln Lawyer,3,2011,0
The Little Mermaid,8,2018,0
The Little Vampire,10,2000,0
The Lizzie McGuire Movie,5,2003,0
The Lone Ranger,7,2013,0
The Longest Ride,4,2015,0
The Longest Yard,5,2005,0
The Longshots,8,2008,0
The Lookout,3,2007,0
The Lorax,3,2012,0
The Lord of the Rings: The Fellowship of the Ring,12,2001,0
The Lord of the Rings: The Two Towers,12,2002,0
The Losers,4,2010,0
The Lost City of Z,4,2017,0
The Love Guru,6,2008,0
The Lovely Bones,12,2009,0
The Lucky One,4,2012,0
The Machine,5,2023,0
The Machinist,10,2004,0
The Magnificent Seven,9,2016,0
The Majestic,12,2001,0
The Man from U.N.C.L.E.,8,2015,0
The Man with the Iron Fists,11,2012,0
The Manchurian Candidate,7,2004,0
The Marine,10,2006,0
The Martian,10,2015,0
The Marvels,11,2023,1
The Master,9,2012,0
The Master of Disguise,8,2002,0
The Matador,12,2005,0
The Matrix Reloaded,5,2003,0
The Matrix Revolutions,11,2003,0
The Maze Runner,9,2014,0
The Mechanic,1,2011,0
The Medallion,8,2003,0
The Meg,8,2018,0
The Men Who Stare at Goats,11,2009,0
The Merchant of Venice,12,2004,0
The Messengers,2,2007,0
The Mexican,3,2001,0
The Mist,11,2007,0
The Monuments Men,2,2014,0
The Mortal Instruments: City of Bones,8,2013,0
The Mothman Prophecies,1,2002,0
The Mountain Between Us,10,2017,0
The Mule,12,2018,0
The Mummy,6,2017,0
The Mummy Returns,5,2001,1
The Mummy: Tomb of the Dragon Emperor,8,2008,0
The Muppets,11,2011,0
The Musketeer,9,2001,0
The Nativity Story,12,2006,0
The New Guy,5,2002,0
The New World,12,2005,0
The Next Best Thing,3,2000,0
The Next Three Days,11,2010,0
The Nice Guys,5,2016,0
The Night Before,11,2015,0
The Night Listener,8,2006,0
The November Man,8,2014,0
The Number 23,2,2007,0
The Nun,9,2018,0
The Nut Job,1,2014,0
The Nut Job 2: Nutty by Nature,8,2017,0
The Nutcracker and the Four Realms,11,2018,0
The Odd Life of Timothy Green,8,2012,0
The Oh in Ohio,7,2006,0
The Omen,6,2006,0
The Order,9,2003,0
The Original Kings of Comedy,8,2000,0
The Other Boleyn Girl,2,2008,0
The Other Guys,8,2010,0
The Other Side of the Door,3,2016,0
The Other Woman,4,2014,0
The Others,8,2001,0
The Pacifier,3,2005,0
The Painted Veil,12,2006,0
The Passion of the Christ,2,2004,0
The Patriot,6,2000,0
The Peanut Butter Falcon,8,2019,0
The Peanuts Movie,11,2015,0
The Perfect Guy,9,2015,0
The Perfect Man,6,2005,0
The Perfect Match,3,2016,0
The Perfect Storm,6,2000,0
The Perks of Being a Wallflower,9,2012,0
The Phantom of the Opera,12,2004,0
The Pianist,12,2002,0
The Pink Panther,2,2006,0
The Pink Panther 2,2,2009,0
The Pirates! Band of Misfits,4,2012,0
The Pledge,1,2001,0
The Polar Express,11,2004,0
The Possession,8,2012,0
The Possession of Hannah Grace,11,2018,0
The Post,12,2017,0
The Powerpuff Girls Movie,7,2002,0
The Predator,9,2018,1
The Prestige,10,2006,0
The Prince and Me,4,2004,0
The Princess Diaries,8,2001,0
The Princess Diaries 2: Royal Engagement,8,2004,0
The Princess and the Frog,11,2009,0
The Prize Winner of Defiance Ohio,9,2005,0
The Prodigy,2,2019,0
The Producers,12,2005,0
The Proposal,6,2009,0
The Punisher,4,2004,0
The Purge,6,2013,0
The Purge: Anarchy,7,2014,1
The Purge: Election Year,7,2016,1
The Pursuit of Happyness,12,2006,0
The Queen,9,2006,0
The Quiet American,11,2002,0
The Quiet Ones,4,2014,0
The Raven,4,2012,0
The Reader,12,2008,0
The Real Cancun,4,2003,0
The Reaping,4,2007,0
The Replacements,8,2000,0
The Revenant,12,2015,0
The Ring,10,2002,0
The Ring Two,3,2005,1
The Rite,1,2011,0
The Road,11,2009,0
The Road to El Dorado,3,2000,0
The Rocker,8,2008,0
The Rookie,3,2002,0
The Roommate,2,2011,0
The Rover,6,2014,0
The Royal Tenenbaums,12,2001,0
The Ruins,4,2008,0
The Rules of Attraction,10,2002,0
The Rum Diary,10,2011,0
The Runaways,3,2010,0
The Rundown,9,2003,0
The Santa Clause 2,11,2002,1
The Savages,11,2007,0
The Score,7,2001,0
The Scorpion King,4,2002,0
The Second Best Exotic Marigold Hotel,3,2015,0
The Secret Life of Bees,10,2008,0
The Secret Life of Pets,7,2016,0
The Secret Life of Pets 2,6,2019,1
The Secret Life of Walter Mitty,12,2013,0
The Sentinel,4,2006,0
The Sessions,10,2012,0
The Shack,3,2017,0
The Shaggy Dog,3,2006,0
The Shallows,6,2016,0
The Shape of Water,12,2017,0
The Shipping News,12,2001,0
The Simpsons Movie,7,2007,0
The Sisterhood of the Traveling Pants,6,2005,0
The Sisterhood of the Traveling Pants 2,8,2008,0
The Sisters Brothers,9,2018,0
The Sitter,12,2011,0
The Skeleton Key,8,2005,0
The Skeleton Twins,9,2014,0
The Smurfs,7,2011,0
The Smurfs 2,7,2013,0
The Snowman,10,2017,0
The Social Network,10,2010,0
The Soloist,4,2009,0
The Sorcerer's Apprentice,7,2010,0
The Space Between Us,2,2017,0
The Spectacular Now,8,2013,0
The Spiderwick Chronicles,2,2008,0
The Spirit,12,2008,0
The SpongeBob Movie: Sponge Out of Water,2,2015,0
The SpongeBob SquarePants Movie,11,2004,0
The Spy Next Door,1,2010,0
The Spy Who Dumped Me,8,2018,0
The Squid and the Whale,10,2005,0
The Star,11,2017,0
The Statement,12,2003,0
The Station Agent,10,2003,0
The Stepfather,10,2009,0
The Stepford Wives,6,2004,0
The Strangers,5,2008,0
The Strangers: Prey at Night,3,2018,1
The Sum of All Fears,5,2002,0
The Super Mario Bros. Movie,4,2023,0
The Sweetest Thing,4,2002,0
The Switch,8,2010,0
The Tailor of Panama,3,2001,0
The Taking of Pelham 123,6,2009,0
The Tale of Despereaux,12,2008,0
The Tempest,12,2010,0
The Terminal,6,2004,0
The Texas Chainsaw Massacre,10,2003,0
The Texas Chainsaw Massacre: The Beginning,10,2006,0
The Theory of Everything,11,2014,0
The Thing,10,2011,0
The Three Burials of Melquiades Estrada,12,2005,0
The Three Musketeers,10,2011,0
The Three Stooges,4,2012,0
The Tigger Movie,2,2000,0
The Time Machine,3,2002,0
The Time Traveler's Wife,8,2009,0
The To Do List,7,2013,0
The Tourist,12,2010,0
The Town,9,2010,0
The Transporter,10,2002,0
